OPEID6,INSTNM,ICLEVEL,PREDDEG,ADM_RATE_ALL,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,TUITFTE,AVGFACSAL,PFTFAC,PCTPELL,COSTT4_A,C150_4,RET_FT4,CDR3,GRAD_DEBT_MDN,GRAD_DEBT_MDN10YR,AGE_ENTRY,FAMINC,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,MN_EARN_WNE_P10,MD_EARN_WNE_P6,MD_EARN_WNE_P8,MD_EARN_WNE_P10,SD_EARN_WNE_P6,SD_EARN_WNE_P7,SD_EARN_WNE_P8,SD_EARN_WNE_P9,SD_EARN_WNE_P10,COUNT_NWNE_P6,COUNT_NWNE_P7,COUNT_NWNE_P8,COUNT_NWNE_P9,COUNT_NWNE_P10,COUNT_WNE_P6,COUNT_WNE_P7,COUNT_WNE_P8,COUNT_WNE_P9,COUNT_WNE_P10,UGDS_MEN,UGDS_WOMEN
1019,Huntingdon College,1,3,0.6279,999.0,0.0,0.0,0.0,0.0,0.0461,0.0,0.0,0.0,0.0553,0.0,0.0,0.0,0.0,0.0,0.0369,0.0,0.0,0.0968,0.0046,0.0,0.0,0.0645,0.0323,0.0184,0.0276,0.0,0.0369,0.0,0.0,0.0138,0.0,0.0,0.0,0.0,0.0184,0.0046,0.4977,0.0461,9074.0,6027.0,0.4083,0.4302,31433.0,0.4319,0.6196,0.105,26230,,23.579746835,58792.437975,32300,,38400,,42400,29200,37000,36800,19900,,22000,,32000,30,,PrivacySuppressed,,44,379,,322,,308,0.4955,0.5045
21997,Heritage Christian University,1,3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10138.0,5512.0,1.0,0.4839,21160.0,0.0,1.0,0.133,PrivacySuppressed,,28.928571429,22311.190476,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,0.8507,0.1493
5260,J. F. Drake State Community and Technical College,2,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1357,0.1357,0.0,0.0,0.0643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143,0.0643,0.0786,0.0,0.0,0.3143,0.1929,0.0,1348.0,6947.0,0.37799999999999995,0.5873,12217.0,,,,PrivacySuppressed,,29.056057866,14695.726944,22000,,23700,,26100,18800,20200,22200,16800,,17100,,20100,103,,108,,128,401,,384,,466,0.4452,0.5548
1020,Jacksonville State University,1,3,0.8326,1036.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0132,0.0,0.1311,0.0,0.0234,0.0029,0.0249,0.0,0.0227,0.0396,0.0,0.0403,0.0103,0.0,0.0,0.0088,0.0,0.0,0.0051,0.0,0.0315,0.0505,0.0733,0.0359,0.0,0.0,0.0,0.0,0.0366,0.2645,0.1253,0.0271,6192.0,6857.0,0.6516,0.4613,19202.0,0.3083,0.7112,0.113,21500,,23.23247437,46596.329454,30300,,33700,,37000,27200,31100,35000,22300,,22700,,24600,238,,301,,369,2194,,2168,,2411,0.4171,0.5829
1021,Jefferson Davis Community College,2,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0407,0.0,0.0,0.0854,0.0,0.0325,0.0,0.0,0.3049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0244,0.0854,0.1179,0.0,0.0,0.3089,0.0,0.0,1084.0,5636.0,0.5,0.5283,9149.0,,,,PrivacySuppressed,,24.997241379,18225.837241,26500,,27500,,29700,23300,23000,24100,18500,,21700,,22700,77,,128,,180,403,,415,,626,0.4127,0.5873
1022,Jefferson State Community College,2,2,,,0.0067,0.0,0.0,0.0,0.0,0.0045,0.0632,0.0624,0.0,0.0,0.0535,0.0,0.0461,0.0,0.0,0.2043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2793,0.21100000000000002,0.0,2670.0,6079.0,0.3348,0.3579,12943.0,,,0.166,8750,,25.53198583,30152.743071,28600,,30900,,32800,26600,27800,30100,18300,,30600,,22400,277,,397,,447,1625,,1849,,2009,0.3919,0.6081
1013,John C Calhoun State Community College,2,2,,,0.0186,0.0,0.0,0.0,0.0,0.0,0.0212,0.0141,0.0,0.0,0.099,0.0,0.0084,0.0,0.0,0.3981,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232,0.0135,0.0296,0.0,0.018000000000000002,0.3428,0.0129,0.0,2985.0,6083.0,0.2998,0.4032,9829.0,,,0.23399999999999999,8020,,25.288283828,31693.991419,26200,,29700,,31400,22800,26700,27300,21500,,20800,,23200,438,,537,,661,2446,,2306,,2671,0.4313,0.5687
1023,Judson College,1,3,0.7388,1023.0,0.0345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0862,0.0172,0.0,0.0345,0.0,0.0172,0.0,0.0172,0.0,0.0517,0.069,0.0172,0.0172,0.0,0.0,0.0,0.0,0.0862,0.3448,0.069,0.0,7626.0,5638.0,1.0,0.4788,27815.0,0.4051,0.5974,0.11699999999999999,26000,,22.801886792,40426.424528,25800,,23800,,31600,22200,23000,27800,17800,,15500,,26700,PrivacySuppressed,,PrivacySuppressed,,34,86,,117,,131,0.0302,0.9698
1059,Lawson State Community College,2,1,,,0.0,0.0,0.0,0.0,0.0,0.0287,0.0478,0.0877,0.0,0.0,0.1164,0.0,0.1005,0.0,0.0,0.2249,0.0,0.0,0.0,0.0,0.0287,0.0,0.0,0.0,0.0,0.0,0.0,0.0239,0.008,0.0112,0.0622,0.067,0.0223,0.0,0.0064,0.0734,0.0909,0.0,1576.0,6005.0,0.4093,0.6821,12602.0,,,,PrivacySuppressed,,26.110936887,15589.518228,22100,,24500,,26900,19700,21500,24000,15400,,17800,,19700,301,,337,,558,1424,,1499,,2097,0.4136,0.5864
1024,University of West Alabama,1,3,0.9957,950.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.2169,0.0,0.0237,0.0,0.0,0.0,0.0305,0.0,0.0,0.0373,0.0373,0.0,0.0203,0.0,0.0,0.0,0.0169,0.0,0.0407,0.0,0.0,0.0508,0.0,0.0102,0.0,0.0,0.0,0.2136,0.2746,0.0237,9161.0,6408.0,0.5404,0.5604,17959.0,0.3161,0.5781,0.096,20000,,22.875851628,34159.501136,28400,,35300,,38500,25200,31800,36200,19000,,24600,,24200,97,,62,,92,717,,666,,697,0.4281,0.5719
8988,Lurleen B Wallace Community College,2,1,,,0.0,0.0292,0.0,0.0,0.0,0.0,0.0219,0.073,0.0,0.0,0.0268,0.0,0.017,0.0,0.0,0.2603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0681,0.0389,0.0,0.0,0.43799999999999994,0.0268,0.0,1757.0,5629.0,0.6531,0.5753,13204.0,,,,PrivacySuppressed,,24.344566133,19425.752317,24500,,28100,,30800,21900,24000,25500,19100,,21000,,25600,146,,142,,242,641,,599,,849,0.3652,0.6348
1026,Marion Military Institute,2,2,0.6034,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2443.0,5909.0,0.75,0.4424,16520.0,,,0.22,11228.5,,19.774881517,58846.040284,35600,,39600,,47900,33900,37300,45900,24200,,25300,,30300,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,167,,108,,82,0.8248,0.1752
1028,Miles College,1,3,,,0.0,0.0107,0.0,0.0,0.0963,0.0,0.0588,0.0,0.0802,0.0,0.0,0.0,0.0321,0.0,0.0107,0.0,0.0,0.1444,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818,0.0802,0.0481,0.0,0.0,0.0,0.0,0.0053,0.0,0.24600000000000002,0.0,5101.0,4026.0,0.7786,0.8227,21336.0,0.21600000000000003,0.5476,0.22,36185,,21.083333333,23012.904,22200,,24500,,28000,20200,22400,25300,15000,,16700,,18400,104,,154,,162,875,,915,,870,0.525,0.475
1029,University of Mobile,1,3,0.7125,1058.0,0.0,0.0,0.0,0.0,0.0167,0.0,0.0067,0.0,0.2007,0.0,0.0,0.0,0.0,0.0,0.0067,0.1171,0.0,0.0368,0.01,0.0,0.0201,0.0234,0.0468,0.0401,0.0,0.0,0.0301,0.0,0.0,0.0334,0.0,0.0,0.0,0.0,0.0368,0.1806,0.1806,0.0134,10339.0,5024.0,1.0,0.5032,30108.0,0.4904,0.7727,0.035,27000,,24.533169533,52524.52457,32100,,35200,,38200,29600,31300,35000,20600,,23600,,26300,35,,71,,97,448,,597,,706,0.3302,0.6698
1004,University of Montevallo,1,3,0.8729,1070.0,0.0,0.0,0.0,0.0,0.0521,0.0,0.0,0.0,0.1104,0.0,0.0,0.0123,0.0767,0.0,0.1074,0.0,0.0,0.0552,0.0307,0.0,0.0,0.0429,0.0,0.0,0.0123,0.0,0.0521,0.0,0.046,0.0491,0.0,0.0,0.0,0.0,0.1472,0.0429,0.1166,0.046,7161.0,7035.0,0.5951,0.4136,20194.0,0.4493,0.7365,0.098,22500,,21.791472868,53709.143411,27000,,31600,,36000,27100,31000,33100,16400,,18600,,24700,77,,103,,108,629,,663,,798,0.3395,0.6605
5697,Northwest-Shoals Community College,2,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0398,0.0,0.0,0.0438,0.0,0.0411,0.0,0.0,0.3037,0.0,0.0,0.0,0.0,0.0676,0.0,0.0,0.0,0.0,0.0027,0.0,0.0133,0.0,0.0,0.0332,0.1034,0.0796,0.0,0.0,0.1764,0.0902,0.0,1338.0,6055.0,0.5366,0.5233,9111.0,,,0.263,7750,,24.01227222,26464.113425,24600,,27100,,29900,22000,23700,25000,16500,,20000,,22600,271,,326,,530,1339,,1533,,1775,0.408,0.5920000000000001
1016,University of North Alabama,1,3,0.8092,1028.0,0.0,0.0,0.0,0.0,0.0725,0.0,0.0137,0.0,0.1208,0.0,0.0,0.0095,0.0378,0.0,0.0231,0.0,0.0,0.0378,0.0011,0.0,0.0315,0.0441,0.0,0.0,0.0137,0.0,0.0263,0.0483,0.0431,0.0767,0.0,0.0,0.0,0.0,0.0525,0.16699999999999998,0.1586,0.0221,6530.0,7152.0,0.9882,0.4192,15058.0,0.3216,0.7079,0.134,20691,,22.269503546,50002.97723,30300,,35500,,40900,27600,31500,36400,20700,,25600,,32300,119,,192,,252,1338,,1417,,1460,0.4303,0.5697
1031,Northeast Alabama Community College,2,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0214,0.0361,0.0,0.0,0.0643,0.0,0.0327,0.0,0.0,0.2393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0767,0.0,0.0,0.0,0.1275,0.0339,0.0,0.0,0.2889,0.079,0.0,1904.0,6099.0,0.37200000000000005,0.628,7860.0,,,0.226,4500,,24.188942566,25110.45679,25400,,27900,,30600,22300,24600,28100,17400,,19600,,20900,201,,218,,212,1097,,925,,901,0.3775,0.6225
1033,Oakwood University,1,3,0.3435,924.0,0.0,0.0,0.0,0.0,0.0222,0.0,0.0139,0.0,0.05,0.0,0.0,0.0278,0.0139,0.0,0.0139,0.0806,0.0,0.2028,0.0194,0.0,0.0028,0.0,0.0,0.0833,0.0083,0.0,0.05,0.0,0.0389,0.0472,0.0,0.0,0.0,0.0,0.0306,0.1556,0.1306,0.0083,11909.0,5307.0,1.0,0.5066,34705.0,0.3632,0.7876,0.107,27500,,22.217213115,50935.806352,25600,,32000,,37400,21900,25400,32200,20100,,44900,,29100,62,,74,,74,392,,455,,505,0.4256,0.5744
1034,Alabama Southern Community College,2,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0432,0.0,0.0,0.1528,0.0,0.0,0.0,0.0,0.3389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1163,0.0,0.0,0.2292,0.1196,0.0,3125.0,5869.0,1.0,0.5602,10701.0,,,,PrivacySuppressed,,22.634192932,15864.539637,23400,,27200,,30100,19900,22000,22800,17800,,22400,,28900,95,,150,,178,528,,579,,583,0.3645,0.6355
22960,Prince Institute-Southeast,2,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2143,0.0,10722.0,4710.0,,0.6446,24676.0,,,0.114,21738,,34.336683417,33873.371859,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,0.0392,0.9608
5692,Reid State Technical College,2,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0741,0.0952,0.0,0.0,0.0,0.0,0.0423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0423,0.1693,0.0952,0.1005,0.0,0.3175,0.0635,0.0,1331.0,5875.0,0.6842,0.701,9693.0,,,,PrivacySuppressed,,25.913486005,14804.396947,23100,,26500,,24300,20600,23000,19900,16700,,19900,,19200,88,,88,,158,354,,344,,470,0.3333,0.6667
1030,Bishop State Community College,2,2,,,0.0,0.0,0.0,0.0,0.0,0.0103,0.0258,0.0336,0.0,0.0,0.0801,0.0,0.0543,0.0,0.0,0.1809,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0155,0.0155,0.0646,0.1938,0.0,0.2403,0.0233,0.0,1692.0,6173.0,0.568,0.6352,10059.0,,,,PrivacySuppressed,,26.288615561,14074.564359,22300,,25400,,26700,18100,21000,21900,17700,,19500,,20200,187,,427,,631,841,,1661,,2174,0.3976,0.6024
1036,Samford University,1,3,0.7697,1153.0,0.0,0.0,0.0,0.0044,0.0876,0.0,0.0073,0.0,0.0774,0.0,0.0,0.0161,0.0526,0.0219,0.0321,0.0029,0.0,0.0482,0.0073,0.0,0.0015,0.0511,0.0307,0.0058,0.0044,0.0,0.038,0.0,0.019,0.0759,0.0,0.0,0.0,0.0,0.073,0.1504,0.1591,0.0336,17548.0,8261.0,0.9939,0.1494,38835.0,0.6920000000000001,0.8673,0.013000000000000001,22917.5,,21.62224554,95708.009444,43900,,48500,,57400,36900,41200,46300,34600,,37500,,56000,41,,74,,100,527,,644,,704,0.3469,0.6531
40673,Selma University,1,3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2308,0.0,0.0,0.0,0.0,0.0,0.0,0.5769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1923,0.0,4873.0,3232.0,0.84,0.75,11187.0,0.2133,0.4202,0.155,15600,,27.93271028,8738.5607477,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,0.5705,0.4295
5691,Shelton State Community College,2,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0578,0.0,0.0,0.0478,0.0,0.006,0.0,0.0,0.2291,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0618,0.0817,0.0418,0.0,0.01,0.3327,0.1255,0.0,2285.0,4584.0,0.4248,0.5217,13007.0,,,,PrivacySuppressed,,23.44191344,17649.938822,24200,,26800,,29000,21300,23000,25700,16900,,21400,,20500,272,,361,,450,1460,,1619,,1926,0.4367,0.5633
1038,Snead State Community College,2,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0465,0.0148,0.0,0.0,0.0127,0.0,0.0211,0.0,0.0,0.6659999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1438,0.0951,0.0,2092.0,4693.0,0.2986,0.5743,9622.0,,,0.0,4500,,24.383013699,27984.846027,24700,,28500,,30000,21900,25400,26700,17000,,19900,,20900,138,,164,,176,674,,695,,672,0.3915,0.6085
1057,University of South Alabama,1,3,0.8604,1064.0,0.0,0.0,0.0,0.0,0.0464,0.0,0.0262,0.0,0.10800000000000001,0.0656,0.0,0.0066,0.0,0.0,0.0187,0.0,0.0,0.0641,0.0096,0.0,0.054000000000000006,0.0106,0.003,0.0,0.0252,0.0,0.0323,0.0257,0.0182,0.0388,0.0,0.0,0.0,0.0,0.0252,0.3098,0.0989,0.0131,6914.0,7212.0,0.6418,0.3743,17125.0,0.3342,0.6787,0.071,23000,,22.607136517,49003.414877,34300,,40100,,45200,30900,33900,37000,23100,,35200,,43000,325,,399,,514,2702,,2844,,3054,0.4333,0.5667
1041,Spring Hill College,1,3,0.4627,1100.0,0.0,0.0,0.0,0.0,0.066,0.0,0.0,0.0,0.1226,0.0047,0.0,0.0094,0.0,0.0,0.0425,0.0566,0.0,0.0755,0.0283,0.0,0.0142,0.0,0.0236,0.0,0.0142,0.0,0.0991,0.0,0.0,0.0566,0.0,0.0,0.0,0.0,0.0377,0.0849,0.2264,0.0377,10653.0,6057.0,0.597,0.3328,43325.0,0.5632,0.7559,0.081,27000,,20.255988024,73851.315868,35700,,40800,,48700,34500,39000,42400,21700,,24400,,36600,28,,43,,52,385,,378,,426,0.3972,0.6028
22704,Southeastern Bible College,1,3,0.9615,970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10496.0,4577.0,1.0,0.6089,19127.0,0.1935,0.6429,0.10800000000000001,28778,,31.153846154,40466.553846,29800,,34000,,35600,26600,32600,31600,27900,,23600,,22300,PrivacySuppressed,,PrivacySuppressed,,31,71,,95,,92,0.5875,0.4125
1044,Stillman College,1,3,0.43,882.0,0.0,0.0,0.0,0.0,0.0073,0.0,0.0,0.0,0.0146,0.0,0.0,0.0,0.0,0.0,0.0365,0.0511,0.0,0.2263,0.0219,0.0,0.0,0.1533,0.0073,0.0,0.0,0.0,0.0803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0438,0.0146,0.2336,0.1095,10367.0,4743.0,1.0,0.7429,24744.0,0.2619,0.6123,0.22,38500,,21.119601329,29734.91196,22600,,30300,,29500,20400,24000,27200,14800,,54000,,19600,46,,42,,79,383,,368,,510,0.5133,0.4867
1046,Talladega College,1,3,,,0.0,0.0,0.0,0.0,0.0513,0.0,0.0256,0.0,0.0128,0.0,0.0,0.0,0.0,0.0,0.0897,0.0,0.0,0.0897,0.0,0.0,0.0,0.0,0.0,0.0,0.0128,0.0,0.0641,0.0,0.1667,0.0641,0.0,0.0,0.0,0.0,0.0385,0.0,0.359,0.0256,13302.0,5063.0,0.8182,0.9663,18758.0,0.8240000000000001,0.3285,0.28800000000000003,31821,,21.602771363,21920.28291,22500,,21500,,26500,17900,18200,23800,20300,,16500,,17900,27,,PrivacySuppressed,,32,195,,178,,156,0.4597,0.5403
5734,H Councill Trenholm State Community College,2,1,,,0.0,0.0,0.0,0.0,0.0,0.0288,0.042,0.0642,0.0,0.0,0.0531,0.0,0.0509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0199,0.0929,0.031,0.1704,0.0,0.42700000000000005,0.0199,0.0,2371.0,6058.0,0.6636,0.6097,9955.0,,,,PrivacySuppressed,,27.991587802,15773.446898,22100,,24800,,27900,19400,21600,23200,15000,,18200,,20300,144,,159,,225,614,,645,,837,0.5095,0.4905
1047,Troy University,1,3,0.6821,990.0,0.0,0.0015,0.0,0.0,0.0253,0.0,0.0413,0.0,0.0633,0.0,0.003,0.0021,0.0,0.0,0.0103,0.1137,0.0,0.0193,0.0087,0.0,0.0,0.0247,0.0,0.0,0.0048,0.0,0.152,0.1451,0.0344,0.0664,0.0,0.0,0.0,0.0,0.0115,0.0606,0.19699999999999998,0.0148,8133.0,5996.0,0.4007,0.4758,16877.0,0.3466,0.7389,0.132,22500,,28.374272626,37173.578556,33100,,36900,,39400,29700,33500,35800,26000,,31700,,27100,682,,863,,721,5088,,5391,,4131,0.381,0.619
1050,Tuskegee University,1,3,0.3511,937.0,0.1279,0.0291,0.0378,0.0,0.0,0.0,0.0174,0.0,0.0087,0.1512,0.0,0.0,0.0058,0.0,0.032,0.0,0.0,0.0698,0.0145,0.0,0.0,0.0,0.0,0.0,0.0087,0.0,0.1163,0.0,0.0087,0.064,0.0,0.0,0.0,0.0,0.0,0.0581,0.2384,0.0116,14071.0,6679.0,0.9685,0.6453,32853.0,0.4384,0.7242,0.13,33000,,19.789356984,46466.181079,34500,,36300,,40900,27800,31300,35300,26600,,26200,,27900,56,,89,,95,748,,791,,838,0.423,0.5770000000000001
21706,United States Sports Academy,1,3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13741.0,5755.0,0.2258,0.4701,,,,0.042,25000,,31.097345133,30821.513274,39800,,42700,,PrivacySuppressed,36500,40000,PrivacySuppressed,30200,,29100,,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,80,,62,,PrivacySuppressed,0.85,0.15
5733,Bevill State Community College,2,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0138,0.0304,0.0,0.0,0.0512,0.0,0.0111,0.0,0.0,0.2282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,0.0,0.0,0.0263,0.0277,0.0484,0.1355,0.0,0.3638,0.0609,0.0,1857.0,6153.0,0.3519,0.5844,13443.0,,,,PrivacySuppressed,,24.56433506,18539.158031,25300,,28300,,29800,22000,25400,26500,18800,,20000,,21500,383,,445,,581,1519,,1583,,1779,0.3552,0.6448
11462,University of Alaska Anchorage,1,3,,,0.0,0.0033,0.0,0.0,0.0081,0.0,0.0281,0.0157,0.0196,0.0396,0.0548,0.0124,0.0124,0.0043,0.0191,0.1364,0.0,0.0181,0.0062,0.0,0.02,0.0134,0.0048,0.0,0.0072,0.0091,0.040999999999999995,0.0277,0.0105,0.0267,0.0,0.0157,0.0043,0.0267,0.0191,0.226,0.1559,0.0138,5732.0,8471.0,0.4732,0.2473,13180.0,0.2547,0.7062,0.124,16350,,25.336217775,44749.1426,39900,,46300,,48900,35000,41100,43300,29100,,33200,,36000,416,,487,,576,2530,,2587,,2670,0.41700000000000004,0.583
8843,Alaska Bible College,1,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5777.0,2500.0,,0.2182,13380.0,,0.6,,PrivacySuppressed,,22.863636364,48679.681818,,,,,,,,,,,,,,,,,,,,,,,,0.6154,0.3846
1063,University of Alaska Fairbanks,1,3,,,0.0,0.026000000000000002,0.0,0.0037,0.0158,0.0,0.0037,0.0177,0.0214,0.0688,0.0456,0.0251,0.0344,0.0102,0.0205,0.067,0.0,0.0391,0.0074,0.0,0.0335,0.0,0.0056,0.0,0.026000000000000002,0.0009,0.0372,0.0623,0.0335,0.0391,0.0167,0.0447,0.0158,0.0,0.0298,0.1181,0.1181,0.0121,6510.0,8842.0,0.6577,0.2349,15035.0,0.309,0.7687,0.11599999999999999,15500,,25.938554217,46866.213253,36600,,39100,,42200,30500,33100,37100,31900,,38300,,32700,183,,223,,278,959,,1103,,1218,0.4416,0.5584
1065,University of Alaska Southeast,1,3,,,0.0,0.0518,0.0,0.0,0.0,0.0,0.0109,0.0,0.0327,0.0109,0.0109,0.0,0.0082,0.0,0.0191,0.1362,0.0,0.0545,0.0027,0.0,0.0518,0.0245,0.0,0.0,0.0,0.0,0.0,0.049,0.0,0.0354,0.049,0.0381,0.0136,0.0,0.0054,0.0845,0.3106,0.0,6158.0,7849.0,0.479,0.1834,16409.0,0.1389,0.7158,0.11800000000000001,17000,,26.975,40697.748529,33300,,36200,,38800,31600,32800,36800,23200,,25600,,27800,63,,82,,83,305,,386,,403,0.3495,0.6505
1061,Alaska Pacific University,1,3,0.3745,1008.0,0.0,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1375,0.0,0.0,0.0125,0.1125,0.0,0.0,0.025,0.0,0.075,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2875,0.0,13615.0,5832.0,1.0,0.2791,42925.0,0.3902,0.6667,0.079,22250,,26.784313725,56771.300654,38000,,40100,,45600,35000,39100,39000,24600,,26500,,31600,PrivacySuppressed,,PrivacySuppressed,,29,161,,163,,160,0.3471,0.6529
31603,AVTEC-Alaska's Institute of Technology,2,1,0.4888,,0.0,0.0,0.0,0.0,0.0,0.0,0.0918,0.0601,0.0,0.0,0.0411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0348,0.1835,0.0823,0.0222,0.0,0.3608,0.1234,0.0,5501.0,6256.0,1.0,0.1163,,,,0.14400000000000002,PrivacySuppressed,,27.410958904,32748.068493,36100,,41200,,44000,30300,34300,32900,29700,,36800,,39900,29,,42,,42,145,,158,,161,0.7661,0.2339
