UNITID,CONTROL,CONTROL,TUITIONFEE_IN,TUITIONFEE_OUT,ICLEVEL,PREDDEG,ADM_RATE_ALL,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,TUITFTE,AVGFACSAL,PFTFAC,PCTPELL,COSTT4_A,C150_4,RET_FT4,CDR3,GRAD_DEBT_MDN,AGE_ENTRY,FAMINC,MN_EARN_WNE_P6,MN_EARN_WNE_P8,MN_EARN_WNE_P10,MD_EARN_WNE_P6,MD_EARN_WNE_P8,MD_EARN_WNE_P10,SD_EARN_WNE_P6,SD_EARN_WNE_P8,SD_EARN_WNE_P10,COUNT_NWNE_P6,COUNT_NWNE_P8,COUNT_NWNE_P10,COUNT_WNE_P6,COUNT_WNE_P8,COUNT_WNE_P10,UGDS_MEN,UGDS_WOMEN
105899,2,Private,22466,22466,1,3,0.5673,988,0,0,0,0,0.0092,0,0,0,0.1651,0,0,0,0,0,0,0.0092,0,0,0,0,0,0,0,0.3486,0,0,0.2018,0,0,0,0,0,0,0,0.0367,0,0.2294,0,9345,5030,0.1714,0.3039,33945,0.6119,0.7222,0.059,22500,22.76821192,60614.38411,32600,31900,34900,32200,30300,32200,18800,19000,28100,PrivacySuppressed,30,PrivacySuppressed,PrivacySuppressed,124,PrivacySuppressed,0.5758,0.4242
106245,1,Public,7432,17764,1,3,0.5928,1048,0,0,0,0,0.0298,0,0.0179,0,0.0286,0.0161,0.0375,0.0334,0,0,0.0316,0.0989,0,0.034,0.0089,0,0,0,0.003,0,0.0191,0,0.0596,0.0685,0.0185,0.0405,0,0,0,0,0.0322,0.2384,0.1621,0.0215,6640,7881,0.9821,0.3941,22521,0.2654,0.7109,0.086,21000,26.49296782,37380.87247,34600,36900,39500,31200,33200,34900,23700,27000,30900,330,427,584,2647,2665,2818,0.4066,0.5934
106263,1,Public,,,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12646,8025,0.896,0.3944,,,,0.011,12500,28.17153285,43374.20803,68000,70700,69000,57000,60000,61000,40400,42900,42100,25,42,44,716,712,590,0.2222,0.7778
106342,2,Private,24300,24300,1,3,0.6142,1109,0,0,0,0.0093,0,0,0.028,0,0,0,0,0.0093,0,0,0.1121,0,0,0.215,0.0374,0,0,0,0.0187,0,0.028,0,0.1402,0,0,0.0654,0,0,0,0,0.0935,0,0.1776,0.0654,9009,6404,0.7119,0.4578,33605,0.4902,0.7414,0.064,25000,20.10451306,61814.66983,31400,40800,44800,30400,35500,38600,18800,27200,36500,PrivacySuppressed,PrivacySuppressed,25,PrivacySuppressed,PrivacySuppressed,205,0.529,0.471
106397,1,Public,8210,20300,1,3,0.6204,1155,0.0417,0.0074,0.0179,0.0008,0.0732,0,0.0113,0,0.0433,0.096,0,0.0123,0.0512,0,0.0189,0,0,0.0525,0.0067,0,0,0.0556,0.0018,0,0.0333,0,0.0343,0.0212,0.0131,0.0735,0,0,0,0,0.0338,0.0806,0.1979,0.0218,7143,9085,0.8714,0.2359,20350,0.6228,0.8284,0.063,21250,21.50978044,79433.79508,40900,46900,52700,37100,41700,44900,30400,38700,44800,295,316,432,3365,3253,3140,0.4829,0.5171
106412,1,Public,6178,11908,1,3,0.3868,886,0.0466,0.0093,0,0,0.0396,0,0.0233,0,0.0536,0,0.0909,0,0.0746,0,0.014,0.1212,0,0.1049,0.0023,0,0,0,0,0,0.0117,0,0.0396,0.1096,0.028,0.0233,0,0,0,0,0.0443,0.0163,0.1422,0.0047,2164,5485,0.8194,0.7231,15409,0.2721,0.6223,0.247,27500.5,21.63242894,27507.93928,23900,28100,30600,21200,25200,27200,15900,20000,21800,130,139,182,1341,1098,1187,0.4559,0.5441
106458,1,Public,7720,13480,1,3,0.7239,1088,0.0343,0.0036,0,0,0.0352,0.0018,0.0108,0,0.1476,0.0135,0.0099,0.0036,0,0,0.009,0.2013,0,0.0217,0.0059,0,0.0041,0.037,0.0009,0,0.0153,0,0.0347,0.0005,0.0162,0.0569,0,0,0,0,0.0171,0.1855,0.1268,0.0068,3633,6927,0.7288,0.4522,19359,0.393,0.7454,0.102,18000,23.3503139,44806.55085,30900,35100,36600,27500,30600,32200,30300,33200,27700,550,617,800,4260,3893,4048,0.4276,0.5724
106467,1,Public,5862,10878,1,3,0.8626,1010,0.0144,0.0064,0,0.0025,0.0282,0,0.0173,0.0064,0.108,0.0282,0.0183,0.0035,0.0069,0,0.0124,0.0272,0,0.0188,0.0064,0,0.1689,0.0124,0,0,0.0109,0,0.0317,0.0609,0.004,0.0173,0,0.0337,0.0139,0,0.0149,0.2204,0.0872,0.0188,3668,6083,1,0.4447,16518,0.4455,0.6739,0.171,16720,24.46835443,40178.55054,31600,36100,38600,28900,32500,34100,21400,25800,28400,302,311,399,2481,2165,2222,0.444,0.556
106704,1,Public,7889,13806,1,3,0.9426,1049,0,0.0129,0,0.0006,0.0459,0,0.0155,0,0.0899,0,0,0.0129,0.055,0,0.0427,0.0201,0,0.0466,0.0162,0,0.0097,0.0129,0.0052,0,0.0201,0,0.064,0,0.0045,0.0446,0,0,0,0,0.0621,0.2115,0.1979,0.0091,4697,6562,0.7507,0.4101,18354,0.4467,0.6991,0.091,20250,21.16629801,49542.33219,32600,37500,42500,29600,34300,38300,21600,25300,30000,246,373,402,2671,3210,3350,0.4131,0.5869
106713,2,Private,13800,13800,1,3,0.5697,985,0,0,0,0,0.0154,0,0,0,0.0077,0,0,0,0,0,0,0.2,0,0.0231,0,0.0077,0,0,0,0.1308,0,0,0.1846,0,0,0,0,0,0,0,0.0077,0.0308,0.3923,0,8783,5007,0.3671,0.4426,21616,0.3173,0.7105,0.109,21500,25.21807466,52118.09234,34200,37600,43000,30000,35300,35300,23300,26600,44900,PrivacySuppressed,26,PrivacySuppressed,PrivacySuppressed,216,PrivacySuppressed,0.5406,0.4594
107044,2,Private,17040,17040,1,3,0.9912,1131,0,0,0,0,0.0394,0,0.0441,0,0.1369,0.0325,0,0.0174,0.0209,0,0.0104,0.0777,0,0.036,0.0081,0,0.0035,0.0557,0,0.0348,0.007,0,0.0499,0.0116,0.0464,0.0104,0,0,0,0,0.0441,0.1357,0.1613,0.0162,12463,7185,0.7419,0.2663,26364,0.6255,0.8194,0.031,26000,21.14921598,82688.65908,35600,42700,47000,33400,37800,40900,22000,36700,40600,86,122,186,1155,1156,1355,0.4488,0.5512
107071,1,Public,7860,14220,1,3,0.6278,989,0,0,0,0,0.0178,0,0.0099,0,0.1941,0.0059,0,0.004,0.0238,0,0.0297,0.1129,0,0.0495,0.0079,0,0,0.0436,0,0,0.0238,0,0.0772,0,0.0436,0.0376,0,0,0,0.0158,0.0653,0.0634,0.1624,0.0119,3067,5624,1,0.5408,18679,0.3619,0.5974,0.149,19212.5,21.9560659,41743.90864,29300,35000,40400,27000,32900,35700,19500,22300,30100,125,140,179,1198,1068,1077,0.4476,0.5524
107080,2,Private,39290,39290,1,3,0.8282,1244,0,0.0186,0,0.0062,0,0,0.0248,0,0,0,0,0.0588,0,0,0.065,0,0,0.2043,0.0124,0,0.0588,0.0093,0.031,0,0.0681,0,0.1176,0,0,0.1827,0,0,0,0,0.0464,0.0248,0.0248,0.0464,11902,7333,1,0.1861,52536,0.7256,0.8667,0.048,25500,19.50984252,101533.9114,35100,41300,44500,29200,38700,39700,38900,28300,32700,PrivacySuppressed,PrivacySuppressed,36,PrivacySuppressed,PrivacySuppressed,301,0.4508,0.5492
107141,2,Private,23588,23588,1,3,0.6978,,0,0,0,0,0.0566,0,0,0,0.061,0.0566,0.0065,0.0065,0.0697,0,0.0153,0,0,0.024,0.0065,0,0.0153,0.0196,0.0044,0.0414,0.0109,0,0.0153,0,0,0.0044,0,0,0,0,0.0828,0,0.488,0.0153,10593,6451,0.9685,0.3053,34776,0.6059,0.8449,0.031,22781.5,25.60284464,60902.45186,45300,51800,55400,36900,43600,45800,39100,38100,44800,58,57,85,686,695,711,0.4328,0.5672
107512,2,Private,23320,23320,1,3,0.7061,1112,0,0,0,0,0.0648,0,0.0085,0,0.0817,0,0,0.0197,0,0,0.0225,0,0,0.1324,0.0169,0,0,0.0507,0.0254,0.0817,0.0113,0,0.0507,0,0,0.0338,0,0,0,0,0.1099,0.0535,0.1746,0.062,10798,6255,1,0.289,32560,0.5817,0.7583,0.068,23268.5,19.85,77378.13594,34600,38900,46000,30600,34900,41200,34600,26900,34200,PrivacySuppressed,43,57,PrivacySuppressed,424,447,0.4797,0.5203
107558,2,Private,24470,24470,1,3,0.8892,1061,0,0.0323,0,0,0.0323,0,0,0,0.2339,0,0,0,0,0,0.0081,0.0403,0,0.0806,0.0242,0,0,0,0,0,0.0161,0,0.0484,0,0,0.0887,0,0,0,0,0.0565,0,0.3065,0.0323,10822,6124,1,0.4239,35438,0.4769,0.6792,0.175,25046,20.40282686,53190.66078,28700,36500,38600,25900,32900,33900,18300,24600,25800,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.4732,0.5268
107600,2,Private,12564,12564,1,3,,,0,0,0,0,0,0,0.0556,0,0.0741,0,0,0,0,0,0.0648,0,0,0.1204,0.0463,0,0,0.0463,0.0093,0,0.0278,0,0.0463,0,0.1204,0.1852,0,0,0,0,0,0,0.2037,0,7317,4672,1,0.7176,25061,0.3857,0.7836,0.156,31000,22.94382023,24147.5309,23600,26500,27300,21400,24800,24400,14900,17300,20800,27,27,64,220,177,374,0.3575,0.6425
107877,2,Private,14360,14360,1,3,0.7049,983,0,0,0,0,0,0,0,0,0.2973,0,0,0,0,0,0.027,0.1622,0,0.0811,0,0,0,0,0,0.0901,0,0,0.1982,0,0,0,0,0,0,0,0,0,0.1261,0.018,6711,4720,0.9688,0.4704,23161,0.4056,0.5844,0.089,19000,20.82692308,52696.56044,29300,32200,36400,28400,29900,33100,16900,21300,24700,26,38,27,232,260,267,0.4626,0.5374
107983,1,Public,7736,11186,1,3,0.7142,989,0.044,0,0,0,0.0237,0,0.0068,0,0.1252,0,0,0.0017,0,0,0.0034,0.1591,0,0.0355,0.0068,0,0,0.0118,0,0,0.0541,0,0.0508,0.0423,0.0457,0.0085,0,0,0,0,0.0118,0.1743,0.1777,0.0169,3602,6269,0.6942,0.5034,18887,0.3061,0.6292,0.18,16800,21.949221,38797.83035,30400,37800,39000,28200,33700,35700,19800,39300,26800,100,114,164,921,925,979,0.435,0.565
108092,1,Public,4727,10511,1,3,0.5629,,0,0,0,0,0.0125,0.0024,0.04,0,0.0948,0,0.0408,0.0016,0,0.0039,0.0133,0.1348,0,0.0251,0.0008,0,0.0956,0,0,0,0.0039,0,0.0321,0.0455,0,0,0,0.0666,0.0572,0,0.0235,0.1246,0.1599,0.0212,2356,6722,0.5876,0.5074,13983,0.2578,0.6612,0.203,15000,23.42994299,36207.0243,30700,34700,35000,28100,30800,31000,20100,24900,25900,322,347,418,2266,1947,2013,0.4329,0.5671
109651,2,Private,37830,37830,1,3,0.809,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30191,7051,0.2562,0.3599,57738,0.6716,0.764,0.032,34096,23.08827786,55724.49494,48800,61200,62300,40300,54100,53600,39800,49000,50700,73,92,115,506,537,550,0.5044,0.4956
109785,2,Private,33096,33096,1,3,0.8183,1037,0,0,0,0.008,0.0544,0,0.0114,0,0.0418,0,0,0.0052,0,0,0.0343,0.0767,0,0.0177,0.0114,0,0,0,0.0057,0.0384,0.0069,0,0.0813,0,0.0206,0.0389,0,0,0,0,0.091,0.2295,0.2124,0.0143,18423,9360,0.386,0.2898,45472,0.6716,0.8496,0.036,22700,25.93560768,67810.23625,48300,52500,55900,42000,47200,51100,35000,40000,45100,151,143,248,1918,1896,2186,0.3535,0.6465
110060,2,Private,9120,9120,1,3,0.6686,,0,0,0,0,0,0,0.0714,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.1071,0,0.1786,0,4432,2413,1,0.3686,13885,0.75,0.8235,0.111,PrivacySuppressed,24.91338583,26409.66929,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6475,0.3525
110097,2,Private,33322,33322,1,3,0.754,1122,0,0.0021,0,0,0.1202,0,0.0064,0,0.0547,0.0021,0,0.0011,0,0,0.044,0.0097,0,0.0579,0.0075,0,0.0483,0.029,0.015,0.1084,0.0021,0,0.088,0,0,0.074,0,0,0,0,0.1202,0.0794,0.1159,0.0139,21146,9060,0.9884,0.311,46162,0.6891,0.87,0.022,23500,20.38493724,82342.42155,38700,43000,50700,34500,38500,44500,37400,29900,39200,114,150,223,1237,1229,1203,0.3728,0.6272
110316,2,Private,,,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17739,8743,0.3161,0.5067,,,,0.032,18750,33.69491525,24606.11017,38300,PrivacySuppressed,PrivacySuppressed,31700,PrivacySuppressed,PrivacySuppressed,37400,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.3462,0.6538
110361,2,Private,29422,29422,1,3,0.7967,976,0,0.0019,0,0,0.0505,0.0301,0,0,0.0457,0.0515,0.001,0.0039,0,0,0.0292,0.0748,0,0.036,0.0078,0,0.0321,0.0573,0.0282,0.0155,0.0029,0,0.102,0.0525,0,0.0486,0,0,0,0,0.0243,0.1652,0.1224,0.0165,18625,8550,0.4975,0.4756,39523,0.5538,0.8252,0.047,26750,23.98962509,60396.16859,40000,43200,47500,34300,39500,42600,28800,29200,43900,131,159,172,1278,1232,1096,0.3672,0.6328
110370,2,Private,41942,41942,1,3,0.6369,,0,0,0.1023,0,0,0.0759,0,0,0,0,0,0,0,0,0.0264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165,0,0.7789,0,0,0,27248,9021,0.1553,0.3336,55398,0.5425,0.8017,0.033,27000,22.23992674,57623.52198,36200,41400,48000,29400,32600,37200,33400,36000,48700,75,74,92,446,459,470,0.381,0.619
110404,2,Private,43362,43362,1,3,0.0883,1545,0,0,0,0,0,0,0.1777,0,0,0.3604,0,0,0,0,0,0,0,0.1269,0.1066,0,0,0,0,0,0.2234,0,0,0,0,0,0,0,0,0,0,0,0.0051,0,16533,18138,0.9462,0.1126,58755,0.9153,0.9717,0.025,13167,19.34759358,96354.13904,68500,105700,106300,54500,77500,85900,63000,143700,110200,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6358,0.3642
110413,2,Private,37140,37140,1,3,0.6097,1109,0,0.0149,0,0,0.1824,0,0.0392,0,0,0.0108,0,0.0068,0,0,0.0162,0.0338,0,0.0838,0.0108,0,0.0311,0.0568,0.0135,0,0.0176,0,0.1149,0.0351,0,0.0595,0,0,0,0,0.0297,0,0.2338,0.0095,18773,9808,1,0.2722,50425,0.6577,0.8296,0.027,23000,22.20880682,83304.01705,43700,48900,60200,38500,45800,54200,30100,30600,39100,51,51,82,727,683,750,0.4437,0.5563
110422,1,Public,8918,20078,1,3,0.3089,1234,0.1209,0.0201,0.0517,0.0021,0.0149,0.0206,0.0193,0,0.0261,0.248,0.0128,0.0026,0,0,0.0269,0.0368,0,0.0527,0.0149,0,0,0.0614,0.0031,0,0.0201,0,0.0141,0,0,0.0577,0,0,0,0,0.0157,0.0211,0.124,0.0123,8330,8767,0.6649,0.2012,24218,0.75,0.9257,0.016,19000,20.230373,89378.09574,54700,63300,74300,52100,57900,66900,33600,41000,53100,202,206,332,3560,3408,3293,0.5409,0.4591
110486,1,Public,6792,17952,1,3,0.706,,0,0.018,0,0,0.0504,0,0.0166,0,0.0511,0.0097,0,0.0104,0,0,0.0366,0.1209,0,0.049,0.0138,0,0.0035,0.0221,0.0069,0,0.0373,0,0.0939,0.0794,0.0124,0.0856,0,0,0,0,0.0235,0.0635,0.1761,0.0193,2882,8249,0.6359,0.626,15975,0.4118,0.7317,0.067,14000,22.98797288,38140.65362,39100,44600,50100,36400,41900,47800,26400,27800,31100,275,331,340,2305,2084,2168,0.3891,0.6109
110495,1,Public,6686,17846,1,3,0.7272,,0.0111,0,0,0.0041,0.0303,0,0.0291,0,0.0175,0,0,0.0093,0,0,0.0286,0.088,0,0.06,0.0146,0,0,0.0455,0.0023,0,0.0122,0,0.1265,0.0967,0,0.1148,0,0,0,0,0.028,0.06,0.2051,0.0163,4697,8039,0.5511,0.6006,16190,0.5328,0.8467,0.056,15500,23.32055042,38628.15813,39300,42700,48500,35000,39300,45400,28100,28000,32700,227,261,284,2491,2359,2113,0.3582,0.6418
110510,1,Public,6550,17710,1,3,0.8445,884,0,0.0054,0,0,0.0479,0,0.0132,0,0.0036,0.0069,0,0.0126,0.0147,0,0.0356,0.0661,0,0.0248,0.0212,0,0.0009,0.05,0.0039,0,0.02,0,0.1322,0.0745,0.0141,0.1017,0,0,0,0,0.0404,0.0829,0.2088,0.0188,4359,8521,0.5006,0.6281,16206,0.4796,0.8762,0.069,16924.5,22.95434285,37230.90351,37400,42400,48800,33100,38500,44500,25700,28200,35500,535,613,572,4770,4565,4191,0.3876,0.6124
110529,1,Public,6904,18064,1,3,0.5187,1074,0.0463,0,0.0387,0.0054,0.0266,0,0.0239,0,0.0017,0.1806,0.0263,0.0029,0.0219,0,0.0117,0.0336,0,0.0536,0.0141,0,0.0005,0.0275,0.0046,0,0.0171,0,0.0404,0,0,0.0582,0,0,0,0,0.0314,0.0154,0.3051,0.0124,4552,9036,0.4892,0.4674,19042,0.5638,0.8883,0.032,18460,22.12561914,45554.96849,42900,49400,58000,39900,45900,54000,26200,29800,35200,432,473,437,4960,4943,4021,0.563,0.437
110538,1,Public,7002,18162,1,3,0.7096,996,0.0495,0.0059,0,0.0053,0.0155,0,0.0378,0,0.0155,0.0445,0.0281,0.0064,0,0,0.0486,0.0568,0,0.0211,0.007,0,0.0012,0.0873,0.005,0,0.0067,0,0.0703,0.0404,0.0187,0.0855,0,0,0,0,0.0679,0.0987,0.1613,0.0149,4966,8243,0.5236,0.4226,21715,0.5926,0.8739,0.055,16500,22.37538634,52193.3449,42900,48300,55400,38200,42800,48100,29300,33900,42200,374,433,433,4150,3898,4039,0.4785,0.5215
110547,1,Public,6139,17299,1,3,0.4234,,0,0,0,0.005,0.0669,0,0.0169,0,0.0308,0,0.0015,0.0085,0,0,0.0219,0.0819,0,0.0261,0.0115,0,0.0131,0.0319,0.0042,0,0.005,0,0.1034,0.0519,0.0604,0.0953,0,0,0,0,0.0196,0.1319,0.2003,0.0119,5053,8172,0.395,0.6047,12399,0.3228,0.7966,0.077,15000,25.26891206,29181.25555,38300,41800,48500,33100,37600,44700,29500,28800,30200,401,380,411,3416,3020,3177,0.363,0.637
110556,1,Public,6299,17459,1,3,0.594,910,0.0565,0.0012,0,0.0028,0.0295,0,0.0073,0,0.0342,0.0394,0.0197,0.0124,0.0059,0,0.0337,0.0771,0,0.0209,0.0094,0,0.0049,0.0579,0.0084,0,0.0176,0,0.0705,0,0.0391,0.1277,0,0,0,0,0.041,0.1244,0.1408,0.0176,3810,8111,0.5096,0.5699,16316,0.5236,0.8301,0.043,15119.5,22.28529679,37246.81699,37200,43400,48500,32400,38900,44700,28500,36100,33700,434,500,600,5211,5285,5095,0.4276,0.5724
110565,1,Public,6315,17475,1,3,0.4447,1021,0,0,0,0.0075,0.12,0,0.0079,0,0.0538,0.0205,0,0.0091,0,0,0.026,0.0207,0,0.026,0.0062,0,0,0.0581,0.0048,0,0.0076,0,0.0659,0.0397,0.037,0.0674,0,0,0,0,0.062,0.1013,0.241,0.0172,5984,8561,0.4618,0.443,15627,0.5572,0.8856,0.035,14605,22.87555525,44160.43757,38500,44800,51800,35100,41000,47200,25200,29200,37600,733,885,880,8295,7519,7085,0.4472,0.5528
110574,1,Public,6564,17724,1,3,0.7031,,0,0.0078,0,0.0049,0.0296,0,0.024,0,0,0.0071,0,0.0032,0.0503,0,0.0143,0.0438,0,0.0419,0.0078,0,0.0013,0.0503,0.0026,0,0.0075,0,0.0572,0.0497,0,0.0974,0,0,0,0,0.051,0.166,0.2709,0.0114,6661,8628,0.4481,0.4758,19793,0.3813,0.8057,0.046,15554,24.77379371,37771.77232,45200,51700,58200,40600,47700,51700,32200,35200,47900,404,350,393,3643,2936,2854,0.3782,0.6218
110583,1,Public,6452,17612,1,3,0.3546,1054,0,0.0076,0,0.014,0.0154,0,0.0099,0,0,0.063,0.009,0.019,0.0699,0,0.0889,0.0343,0,0.0349,0.0085,0,0.0001,0.0372,0.0059,0,0.0083,0,0.0567,0.0172,0.0094,0.1056,0,0,0,0,0.1239,0.1021,0.143,0.0162,5325,8669,0.4885,0.4974,17779,0.6517,0.899,0.038,15000,22.69414241,42412.84448,40000,46200,53000,36500,42500,48100,26700,29200,36500,690,744,797,7536,7157,6750,0.4362,0.5638
110592,1,Public,6348,17508,1,3,0.6107,871,0.0006,0,0,0.0032,0.0356,0,0.0292,0,0.0435,0.0418,0.0079,0.0111,0,0,0.0456,0.0435,0,0.0359,0.0073,0,0.0012,0.0269,0.0041,0,0.0067,0,0.0643,0.0748,0.0555,0.1031,0,0,0,0,0.045,0.097,0.203,0.0134,4315,8683,0.4507,0.663,13479,0.4105,0.839,0.06,13238.5,23.47691527,28569.95375,37200,44200,49900,33700,40200,46100,25300,29900,33100,602,648,627,5661,5379,4933,0.4153,0.5847
110608,1,Public,6549,17709,1,3,0.5286,914,0,0,0,0.0092,0.0859,0,0.0192,0,0.0305,0.0342,0.0027,0.0075,0.0325,0,0.0659,0.054,0,0.0385,0.0048,0,0.0179,0.0406,0.0048,0,0.004,0,0.103,0,0.0003,0.124,0,0,0,0,0.0579,0.0692,0.1759,0.0175,6041,8457,0.4445,0.5227,18665,0.4676,0.7723,0.052,14750,22.65461599,36305.56753,37400,43500,49700,33700,39500,45400,25700,31200,36600,908,1004,1020,8339,7978,7698,0.4587,0.5413
110617,1,Public,6648,17808,1,3,0.7265,937,0,0.0073,0,0.0086,0.0861,0,0.0121,0,0.0432,0.0579,0.0073,0.0059,0.0221,0,0.0226,0.033,0,0.0332,0.0071,0,0.0149,0.0467,0.0055,0,0.0143,0,0.0729,0.0797,0.0335,0.1032,0,0,0,0,0.0416,0.093,0.1317,0.0168,5144,8470,0.4741,0.5366,18241,0.4373,0.827,0.058,16495,23.39445344,40334.55001,41800,48100,54200,38600,44300,48900,26500,31900,38100,665,731,757,7233,6561,6386,0.4366,0.5634
110635,1,Public,12972,35850,1,3,0.1602,1382,0,0.0451,0.0206,0.0287,0.0256,0,0.0252,0,0,0.1313,0,0.0237,0,0.0167,0.0516,0,0,0.1187,0.0427,0,0.0557,0,0.0099,0,0.033,0,0.0371,0,0.0118,0.2093,0,0,0,0,0.0305,0.0206,0.0439,0.0184,17867,15194,0.7115,0.3143,33020,0.9069,0.9609,0.029,13910,21.40223855,55080.28145,57600,68100,79000,48700,56800,64700,50800,60800,72200,702,723,751,5251,5187,5064,0.4788,0.5212
110644,1,Public,13896,36774,1,3,0.4037,1226,0.0492,0.0284,0.0136,0.0111,0.0312,0,0.0182,0,0.0003,0.0968,0,0.0223,0.0386,0,0.0245,0,0,0.2114,0.0136,0,0.0242,0,0.0087,0,0.0197,0,0.106,0,0,0.1657,0,0,0,0,0.0364,0.0123,0.0498,0.018,13468,12587,0.852,0.4284,32638,0.8321,0.9317,0.027,14500,21.22225245,53444.72289,45300,56600,68100,40400,49200,58200,31400,42900,52000,646,680,680,6226,6604,5945,0.4238,0.5762
110653,1,Public,13179,36057,1,3,0.3742,1168,0,0.0032,0.0002,0.0108,0.007,0,0.032,0,0.001,0.1057,0,0.0112,0,0,0.0253,0.0002,0,0.1359,0.0137,0,0.0492,0,0.0048,0,0.0312,0,0.1231,0,0,0.1804,0,0,0,0,0.0624,0.0994,0.0922,0.0112,13947,13297,0.8147,0.4536,29759,0.8649,0.9222,0.023,16667,20.45506291,50332.5747,44300,54300,65800,41100,48800,58400,28900,36400,50300,547,515,502,4936,4756,4403,0.461,0.539
110662,1,Public,12705,35583,1,3,0.1856,1330,0,0.0095,0.0023,0.0393,0,0,0.0184,0,0,0.0802,0,0.0356,0,0,0.0497,0,0,0.1551,0.0536,0,0.0393,0,0.0231,0,0.0235,0,0.1042,0,0,0.2319,0,0,0,0,0.0537,0.007,0.0271,0.0465,15556,15841,0.6872,0.3588,32074,0.9098,0.9685,0.015,15000,21.32011331,55475.26903,52000,63900,73200,44500,54100,60700,50400,57300,62200,653,776,790,5482,5965,6148,0.4432,0.5568
110671,1,Public,13407,36285,1,3,0.5829,1128,0,0.0142,0,0.0179,0,0,0.0146,0,0,0.0734,0,0.0205,0,0,0.0428,0.0144,0,0.1584,0.0221,0,0.0085,0,0.016,0,0.0234,0,0.0924,0,0.0092,0.208,0,0,0,0,0.0627,0,0.167,0.0343,12326,11880,0.8362,0.5752,30174,0.6933,0.8966,0.043,19300,20.39590364,49990.37088,36800,45300,55300,33700,42000,49700,25400,30500,41400,493,462,483,4833,4054,4452,0.4831,0.5169
110680,1,Public,13427,36305,1,3,0.3329,1313,0,0.0168,0,0.0093,0.0465,0,0.0382,0,0.001,0.1304,0,0.0094,0.022,0,0.012,0,0,0.1789,0.0239,0,0.0818,0,0.0049,0,0.0626,0,0.0844,0,0,0.1924,0,0,0,0,0.0314,0,0.042,0.012,14857,13689,0.8368,0.4006,30092,0.8618,0.946,0.025,18910,20.66700611,56675.71521,48200,58900,69600,43400,52100,59900,36900,43500,52900,634,616,617,5155,4546,5027,0.5249,0.4751
110705,1,Public,13865,36743,1,3,0.3634,1253,0,0.0474,0,0.0253,0.0673,0,0.0189,0,0,0.0437,0,0.03,0,0.001,0.0386,0.0008,0,0.0912,0.0273,0,0.0647,0,0.023,0,0.0281,0,0.1242,0,0,0.2579,0,0,0,0,0.0712,0,0.0096,0.0298,13281,13665,0.8347,0.3806,33826,0.8129,0.9239,0.04,16304,20.08410215,61309.74128,42800,52100,62400,39000,46800,55300,29300,42200,50700,441,412,449,4575,4160,4592,0.4746,0.5254
110714,1,Public,13397,36275,1,3,0.5572,1149,0.0045,0.06,0,0.0305,0,0,0.0454,0,0,0.0271,0,0.0704,0,0.0194,0,0,0,0.1768,0.0135,0,0.0175,0,0.0149,0,0.042,0,0.1237,0,0.0048,0.1479,0,0,0,0,0.0882,0,0.0759,0.0374,11623,12428,0.6955,0.4598,33036,0.7734,0.8895,0.034,19796.5,20.46474214,57761.30101,38400,44700,53800,33800,40700,46900,28500,31400,42700,409,380,407,3968,3310,3143,0.4722,0.5278
