UNITID,CONTROL,TUITIONFEE_IN,TUITIONFEE_OUT,SAT_AVG_ALL,TUITFTE,GRAD_DEBT_MDN,FAMINC,MEAN_EARN_6,MEAN_EARN_8,MEAN_EARN_10
191968,Private,39532,39532,,21592,26000,106115.0364,41200,50100,57600
192040,Private,19380,19380,1330,4733,PrivacySuppressed,120617.6571,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
192110,Private,38190,38190,,16518,27000,97780.51695,30900,49200,47300
192165,Private,9300,9300,,2506,PrivacySuppressed,18080.2987,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
192192,Private,28235,28235,,14232,27000,52268.18901,42300,45200,46700
192323,Private,31340,31340,1071,15242,26000,83740.08857,42200,47200,55600
192439,Private,34852,34852,950,24979,25000,48905.41598,41500,51700,58400
192448,Private,34852,34852,950,20971,25000,48905.41598,41500,51700,58400
192563,Private,,,950,20814,25000,48905.41598,41500,51700,58400
192624,Private,10400,10400,,6921,PrivacySuppressed,17888.54546,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
192703,Private,37188,37188,1097,21001,25668.5,91229.96605,54000,61800,70800
192712,Private,37750,37750,,30208,23000,107013.6628,23700,37000,40700
192749,Private,36220,36220,,15509,26000,78630.17167,39500,46400,50700
192819,Private,32590,32590,,21295,25500,119540.7599,48200,55600,62600
192864,Private,27636,27636,1065,21812,23000,79007.56512,34000,40500,45500
192925,Private,25002,25002,840,14271,24968,40954.80515,35400,40700,44200
193016,Private,17766,17766,,14998,22250,42927.03841,37800,42500,44600
193052,Private,11010,11010,,5920,PrivacySuppressed,14215.30189,PrivacySuppressed,29900,PrivacySuppressed
193061,Private,8600,8600,,6714,PrivacySuppressed,21669.6,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
193070,Private,9750,9750,,12049,PrivacySuppressed,43342.82609,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
193247,Private,6100,6100,,6027,PrivacySuppressed,27220.9434,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
193292,Private,26850,26850,1072,21375,27000,74312.7425,55400,60900,64100
193353,Private,27312,27312,1011,16643,25000,79969.56033,42900,47900,51700
193399,Private,31290,31290,931,17809,27000,67153.10499,46200,54500,61000
193584,Private,30762,30762,,19706,26000,81564.01385,39500,44200,45800
193645,Private,32300,32300,958,13397,21750,28615.54916,37500,36300,38400
193654,Private,41870,41870,1117,26315,24250,70180.92209,41300,48800,55200
193900,Private,46170,46170,1344,32018,23250,86837.73276,55900,68700,78600
193973,Private,29060,29060,1040,12912,24875,81073.47164,37000,43100,45300
194091,Private,32180,32180,1069,29171,23826,60884.25072,45500,57800,68100
194161,Private,23800,23800,909,12877,24500,43709.24274,38500,44700,46700
194189,Private,9500,9500,,12123,PrivacySuppressed,37746.33333,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
194310,Private,39697,39697,1054,20304,25000,74717.20031,47400,57500,66800
194392,Private,26146,26146,,12339,23937.5,70365.88034,31100,34600,38400
194569,Private,12640,12640,954,9430,21000,42437.87273,21600,28200,33400
194578,Private,44804,44804,1141,29420,27000,84636.12562,40200,43200,48900
194657,Private,12250,12250,,3716,PrivacySuppressed,31640.71429,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
194666,Private,7750,7750,,8162,PrivacySuppressed,19097.12069,22900,24000,32700
194675,Private,8000,8000,,596,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
194693,Private,11550,11550,,19681,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
194736,Private,8800,8800,,16897,PrivacySuppressed,46827.05405,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
194763,Private,8800,8800,,4360,PrivacySuppressed,42624.375,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
194824,Private,47908,47908,1372,26741,27500,113873.6646,66700,73400,86000
194958,Private,28068,28068,1059,15751,20834,61263.97901,39100,43400,45700
195003,Private,35768,35768,1240,19868,27750,82878.1727,50600,58700,67800
195030,Private,46960,46960,,21893,25000,86254.87538,49300,60400,74300
195128,Private,28200,28200,,12380,23000,56261.78807,39400,45600,47100
195164,Private,30466,30466,1066,15218,27000,90614.41198,37700,43500,52700
195173,Private,22300,22300,935,14332,24750,54569.69967,37700,44300,50300
195216,Private,47696,47696,,22702,26999,106200.0052,43400,50000,60100
195234,Private,29016,29016,,15067,24000,72911.21333,36400,41400,44800
195243,Private,27630,27630,958,15850,23206,83590.67778,36400,44400,50500
195304,Private,50780,50780,,25770,13500,101525.6357,31400,39800,48000
195438,Private,9000,9000,,3603,PrivacySuppressed,24086.14286,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
195474,Private,32293,32293,1127,15930,27000,97833.78504,46000,54400,62300
195526,Private,47464,47464,1241,30389,19500,124477.7379,41900,52300,57000
195544,Private,22830,22830,1031,15725,21500,72031.27908,41600,47200,53900
195720,Private,29550,29550,1091,18573,24585,80907.68582,43400,50000,52500
195809,Private,38680,38680,1107,22125,25500,69761.4407,48100,54300,62400
196042,Public,7483,17133,982,5571,15577,60939.82476,44800,49800,55800
196060,Public,8302,19942,1098,6348,21065,66558.03394,41000,48500,57600
196079,Public,8620,20260,1287,7150,20000,79357.89683,47700,57100,68100
196088,Public,8870,22290,1165,8627,19500,65737.85219,46100,54400,62100
196097,Public,8430,21850,1254,7992,19000,64743.95864,44000,52800,62600
196103,Public,7398,17048,1193,5570,19993.5,82492.98276,36000,42200,49800
196112,Public,7420,17070,1099,5536,17126,56960.61008,45200,48200,55900
196121,Public,7562,17212,1056,5102,21250,61875.0908,36200,41300,45500
196130,Public,7347,16997,939,4158,21378,47702.55217,33700,37800,42200
196149,Public,7719,17369,,5533,21500,84579.76687,38100,45000,49200
196158,Public,7741,17391,1056,5151,24750,71821.97317,32900,38500,44700
196167,Public,7774,17424,1221,5680,20500,87901.78598,39400,47600,53400
196176,Public,7418,17068,1122,6051,19500,71652.68276,36000,42000,48700
196185,Public,7568,17218,1086,4942,22500,83278.08528,35600,41300,46700
196194,Public,7581,17231,1106,5178,22500,72991.45209,35800,40500,47100
196200,Public,7553,17203,,4559,25500,66146.77653,31100,36400,41300
196219,Public,7933,17583,1095,6336,22750,70458.94984,31300,37600,41300
196237,Public,7323,16953,995,4182,15500,46973.22482,37200,43300,47500
196246,Public,7517,17167,1031,5252,22000,70075.67155,34800,40500,46200
196255,Public,,,,19815,15750,39230.11661,80400,113300,169600
196264,Public,6665,16315,,4688,23500,34457.49891,42200,45100,46800
196291,Public,7446,17096,1106,6399,26500,98822.91118,66500,68900,86200
196307,Public,,,,18108,17400,51575.47239,65700,108200,117300
196413,Private,41886,41886,1184,22079,27000,95262.04364,48700,57500,69200
196431,Private,8900,8900,,8966,PrivacySuppressed,36957.70769,28000,28100,30500
196440,Private,5000,5000,,21665,PrivacySuppressed,PrivacySuppressed,,,
196583,Private,10450,10450,,7769,PrivacySuppressed,37914,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
196592,Private,15650,15650,,12576,12500,39231.54337,40600,41200,41400
196680,Private,,,,4295,9764,44455.93443,60200,68700,PrivacySuppressed
196866,Private,48384,48384,,27513,27000,127913.4141,51400,61300,80200
